Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Defect_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Accident_severity
5,Over 51,0,4.0,,1,0,1,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,1
5,31-50,0,3.0,,1,0,1,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,3,1
0,18-30,1,1.0,,0,0,0,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Female,18-30,3,2
0,Over 51,1,4.0,No defect,0,0,0,Collision with roadside objects,2,1,Reversing,na,na,na,na,2
4,Unknown,1,1.0,,0,0,0,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,18-30,2,1
4,18-30,0,2.0,,0,0,0,Collision with pedestrians,2,1,Going straight,na,na,na,na,1
3,18-30,0,4.0,,1,0,1,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Female,Over 51,3,1
3,18-30,0,2.0,,1,0,1,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,Over 51,3,1
3,31-50,2,3.0,No defect,1,0,1,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,Over 51,3,1
3,31-50,0,-1.0,,1,0,0,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,1
3,31-50,0,1.0,,1,0,0,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,Under 18,3,1
3,18-30,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,1
3,18-30,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Unknown,Driver or rider,Male,18-30,2,1
3,18-30,0,1.0,,1,1,1,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,1
0,18-30,0,3.0,,1,1,4,Collision with roadside objects,2,2,Unknown,Driver or rider,Female,31-50,3,1
0,18-30,0,3.0,,1,1,4,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
0,18-30,2,2.0,,1,1,4,Collision with roadside objects,2,2,Moving Backward,Driver or rider,Male,18-30,3,1
6,31-50,0,1.0,No defect,0,1,0,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,1
6,18-30,0,3.0,,0,1,0,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,1
6,18-30,0,0.0,,0,1,0,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Male,18-30,2,1
6,18-30,0,3.0,,0,1,0,Collision with roadside objects,2,3,Going straight,Pedestrian,Female,Under 18,3,1
4,31-50,0,3.0,,1,1,1,Collision with roadside objects,1,1,Turnover,Pedestrian,Female,Under 18,2,1
3,31-50,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,2,2
3,Over 51,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,2
4,Under 18,0,2.0,,0,0,0,Vehicle with vehicle collision,2,1,Unknown,Pedestrian,Male,31-50,3,1
4,18-30,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,1
0,18-30,0,4.0,No defect,1,1,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,1
0,18-30,2,0.0,No defect,1,1,0,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,1
3,18-30,0,3.0,,0,1,0,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,1
2,18-30,0,2.0,,0,1,0,Collision with roadside objects,1,1,Reversing,Driver or rider,Female,Over 51,3,1
2,31-50,0,2.0,,0,0,0,Collision with roadside objects,1,1,Going straight,na,na,na,na,1
4,31-50,2,1.0,,1,1,1,Collision with roadside objects,2,2,Moving Backward,Driver or rider,Male,31-50,3,1
4,18-30,0,2.0,,1,1,1,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
5,18-30,0,2.0,,1,1,1,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,3,1
5,Over 51,0,4.0,,1,1,1,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,Over 51,3,1
5,Over 51,0,0.0,No defect,1,1,1,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,1
1,18-30,0,2.0,No defect,0,1,0,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Under 18,3,1
1,18-30,0,4.0,No defect,0,1,0,Collision with pedestrians,2,1,Turnover,na,na,na,na,1
3,31-50,0,4.0,No defect,1,0,0,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,18-30,3,1
6,Under 18,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,1
4,31-50,0,4.0,,1,5,0,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Male,Under 18,3,2
4,31-50,0,1.0,,1,5,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,2
4,31-50,0,2.0,,1,5,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,2
6,Over 51,0,2.0,No defect,1,1,0,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,2
6,Under 18,0,3.0,No defect,1,1,0,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,Under 18,3,2
0,18-30,0,3.0,,0,0,0,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,1
0,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,1
0,18-30,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,3,1,Turnover,Driver or rider,Male,18-30,3,1
3,18-30,0,0.0,,1,0,6,Collision with roadside objects,2,1,Moving Backward,na,na,na,na,1
3,18-30,0,0.0,No defect,1,0,6,Rollover,2,1,Going straight,Driver or rider,Male,31-50,3,1
5,18-30,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,1
4,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Over 51,3,1
2,18-30,0,3.0,,1,1,0,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,1
3,18-30,0,2.0,No defect,1,1,0,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Female,Over 51,3,1
3,31-50,0,2.0,,1,1,0,Vehicle with vehicle collision,4,2,Going straight,na,na,na,na,1
3,31-50,0,3.0,,1,1,0,Collision with roadside objects,4,2,Going straight,Passenger,Male,18-30,3,1
3,31-50,0,2.0,,1,1,0,Collision with roadside objects,4,2,Parked,na,na,na,na,1
0,18-30,0,-1.0,,0,0,0,Vehicle with vehicle collision,4,1,Going straight,Pedestrian,Female,Under 18,3,1
0,18-30,0,2.0,,0,0,0,Collision with roadside objects,4,1,Going straight,Driver or rider,Female,18-30,3,1
0,18-30,0,3.0,,0,0,0,Vehicle with vehicle collision,4,1,Unknown,na,na,na,na,1
0,31-50,1,2.0,,0,0,0,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,1
3,18-30,0,1.0,,1,1,5,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,1
3,Over 51,2,-1.0,,1,1,5,Vehicle with vehicle collision,3,2,Stopping,Driver or rider,Female,Under 18,3,1
3,31-50,0,1.0,No defect,1,1,5,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3,1
6,18-30,0,2.0,,1,1,1,Vehicle with vehicle collision,2,2,Overtaking,na,na,na,na,1
6,31-50,0,1.0,No defect,1,1,1,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,Over 51,2,1
5,Unknown,1,4.0,No defect,4,0,8,Vehicle with vehicle collision,3,2,Reversing,na,na,na,na,1
5,Over 51,0,2.0,No defect,4,0,8,Collision with roadside objects,3,2,Going straight,Driver or rider,Female,Over 51,3,1
5,31-50,2,2.0,No defect,4,0,8,Vehicle with vehicle collision,3,2,Going straight,Passenger,Female,18-30,3,1
5,31-50,0,2.0,No defect,4,0,8,Collision with roadside objects,3,2,Unknown,na,na,na,na,1
5,Over 51,0,2.0,No defect,4,0,8,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Female,31-50,2,1
5,Over 51,0,2.0,No defect,4,0,8,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,na,1
5,18-30,0,2.0,No defect,4,0,8,Collision with pedestrians,3,2,Going straight,Passenger,Male,18-30,3,1
5,18-30,0,3.0,,4,0,8,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,na,1
4,31-50,0,2.0,,1,0,8,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,1
4,31-50,0,4.0,No defect,1,0,8,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,1
6,18-30,0,4.0,No defect,0,5,8,Vehicle with vehicle collision,2,2,Unknown,na,na,na,na,1
6,31-50,0,4.0,,0,5,8,Collision with pedestrians,2,2,Going straight,Pedestrian,Male,Under 18,3,1
6,Over 51,0,3.0,No defect,1,1,0,Vehicle with vehicle collision,2,6,Going straight,Pedestrian,Female,Under 18,3,1
6,Over 51,0,2.0,,1,1,0,Vehicle with vehicle collision,2,6,Going straight,na,na,na,na,1
6,Over 51,0,1.0,,1,1,0,Vehicle with vehicle collision,2,6,Turnover,Driver or rider,Male,18-30,2,1
6,Over 51,0,2.0,No defect,1,1,0,Vehicle with vehicle collision,2,6,Going straight,Pedestrian,Male,Under 18,2,1
6,Over 51,0,3.0,,1,1,0,Collision with roadside objects,2,6,Going straight,Driver or rider,Male,31-50,3,1
6,31-50,0,-1.0,,1,1,0,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,18-30,3,1
2,Over 51,2,3.0,No defect,4,0,0,Vehicle with vehicle collision,4,2,Reversing,Passenger,Female,Under 18,3,1
2,18-30,0,4.0,No defect,4,0,0,Vehicle with vehicle collision,4,2,Getting off,Passenger,Female,18-30,3,1
2,Unknown,1,4.0,No defect,4,0,0,Vehicle with vehicle collision,4,2,Going straight,Passenger,Male,Under 18,3,1
2,Unknown,1,1.0,No defect,4,0,0,Collision with roadside objects,4,2,Getting off,na,na,na,na,1
6,Under 18,0,-1.0,No defect,1,0,8,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
6,18-30,0,2.0,No defect,1,0,8,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,1
4,18-30,0,3.0,,0,1,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
4,18-30,0,2.0,,0,1,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,1
3,31-50,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Over 51,3,1
4,Over 51,0,3.0,No defect,1,1,5,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
4,31-50,0,3.0,No defect,1,1,5,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,3,1
4,31-50,0,1.0,No defect,1,1,5,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
3,Over 51,0,4.0,No defect,4,1,6,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,3,1
3,Over 51,0,3.0,No defect,4,1,6,Vehicle with vehicle collision,2,3,Moving Backward,Passenger,Male,31-50,3,1
3,31-50,0,2.0,,4,1,6,Vehicle with vehicle collision,2,3,Going straight,Passenger,Male,18-30,3,1
4,18-30,0,2.0,,0,0,0,Collision with roadside objects,1,1,Going straight,na,na,na,na,1
6,31-50,0,3.0,,0,0,0,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,18-30,3,1
6,18-30,2,1.0,No defect,0,0,0,Collision with roadside objects,2,1,Going straight,na,na,na,na,1
1,18-30,0,3.0,No defect,1,1,0,Collision with pedestrians,1,1,Going straight,Passenger,Male,18-30,3,1
2,31-50,0,3.0,No defect,1,1,1,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,1
2,31-50,0,3.0,No defect,1,0,7,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,1
2,18-30,0,4.0,,1,0,7,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,Under 18,3,1
2,18-30,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,1
1,18-30,0,3.0,,0,1,0,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,3,1
4,31-50,0,-1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
4,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
2,18-30,0,-1.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,1
2,31-50,2,-1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
6,Unknown,1,1.0,No defect,0,1,0,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,2
6,18-30,0,3.0,No defect,0,1,0,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,3,2
5,31-50,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,1
2,31-50,0,3.0,,0,5,0,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,1
3,18-30,0,2.0,No defect,1,1,0,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,31-50,2,1
3,18-30,0,4.0,No defect,1,1,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
3,18-30,2,0.0,,1,1,0,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,1
4,31-50,0,0.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Unknown,Pedestrian,Male,Under 18,2,1
4,31-50,0,-1.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,Under 18,2,1
4,31-50,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,1
4,Unknown,1,-1.0,,0,0,0,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,1
4,Unknown,1,5.0,,0,0,0,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,1
0,18-30,0,4.0,,0,5,0,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3,1
0,18-30,0,4.0,No defect,0,5,0,Collision with roadside objects,2,2,Going straight,Passenger,Male,Under 18,3,1
0,18-30,0,4.0,No defect,0,5,0,Collision with roadside objects,2,2,Unknown,Passenger,Female,Under 18,3,1
1,31-50,0,4.0,No defect,0,0,0,Collision with roadside objects,1,1,Moving Backward,Passenger,Male,Under 18,3,1
3,31-50,2,3.0,No defect,1,1,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
3,31-50,0,0.0,No defect,1,1,0,Collision with pedestrians,2,1,Turnover,Passenger,Male,18-30,3,1
6,31-50,0,2.0,,1,0,1,Vehicle with vehicle collision,2,2,Turnover,Passenger,Female,18-30,3,1
6,31-50,0,-1.0,No defect,1,0,1,Collision with pedestrians,2,2,Reversing,na,na,na,na,1
6,31-50,0,1.0,,1,0,1,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,31-50,3,1
1,31-50,0,1.0,No defect,0,0,0,Collision with pedestrians,2,1,Reversing,na,na,na,na,1
1,31-50,0,1.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,1
0,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,2,2
2,18-30,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,Over 51,1,1
1,18-30,0,4.0,,0,1,0,Vehicle with vehicle collision,3,3,Going straight,Passenger,Female,Under 18,2,1
1,18-30,0,3.0,No defect,0,1,0,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,2,1
1,31-50,0,2.0,No defect,0,1,0,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,31-50,3,1
1,Over 51,0,0.0,,0,1,0,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,Over 51,2,1
5,31-50,0,1.0,,0,1,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
5,31-50,0,3.0,No defect,0,1,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
4,18-30,0,0.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,1
4,18-30,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,1
0,18-30,0,2.0,No defect,0,0,-1,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Female,31-50,3,2
0,18-30,0,3.0,No defect,0,0,-1,Rollover,3,4,Moving Backward,na,na,na,na,2
0,Over 51,2,3.0,No defect,0,0,-1,Collision with roadside objects,3,4,Going straight,Driver or rider,Male,31-50,3,2
0,Over 51,0,4.0,No defect,0,0,-1,Vehicle with vehicle collision,3,4,Going straight,na,na,na,na,2
3,18-30,0,1.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,Over 51,3,1
2,31-50,0,0.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Over 51,2,2
5,18-30,0,4.0,No defect,1,1,0,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,Under 18,3,1
5,18-30,0,1.0,No defect,1,1,0,Collision with pedestrians,2,1,Waiting to go,Driver or rider,Female,31-50,3,1
0,18-30,0,2.0,,1,0,9,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,18-30,3,1
0,31-50,0,3.0,,1,0,9,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,18-30,3,1
5,18-30,0,2.0,,0,0,0,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,2,1
5,31-50,0,4.0,No defect,0,0,0,Collision with pedestrians,2,1,Unknown,Driver or rider,Male,18-30,3,1
1,18-30,0,1.0,No defect,1,1,7,Collision with pedestrians,1,1,Going straight,Driver or rider,Male,31-50,3,2
5,31-50,0,1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,1
5,18-30,0,1.0,,0,0,0,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,2,1
4,Over 51,0,3.0,,0,0,0,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,Over 51,3,1
1,Over 51,0,-1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,2
1,Over 51,0,3.0,No defect,0,0,0,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,2
5,31-50,2,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
5,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,1
5,18-30,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
0,31-50,0,3.0,No defect,0,0,5,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Female,31-50,3,1
0,Over 51,0,1.0,,0,0,5,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,1
3,18-30,2,2.0,,1,0,0,Rollover,1,1,Going straight,na,na,na,na,1
2,18-30,0,3.0,No defect,1,1,1,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,1
2,31-50,2,4.0,,1,1,1,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,2,1
1,31-50,0,3.0,,0,1,0,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,Over 51,3,2
4,31-50,0,2.0,,0,0,0,Collision with roadside objects,2,1,Going straight,na,na,na,na,1
4,31-50,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,2,1
4,31-50,0,2.0,,1,0,0,Rollover,1,1,Going straight,Pedestrian,Male,31-50,3,1
4,18-30,0,3.0,,0,0,0,Collision with roadside objects,2,1,Waiting to go,na,na,na,na,1
4,18-30,0,1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,1
4,18-30,0,3.0,,1,0,0,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,1
4,31-50,0,-1.0,,1,0,0,Vehicle with vehicle collision,3,1,Going straight,Passenger,Female,Over 51,3,1
4,18-30,0,4.0,,1,0,0,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,Under 18,3,1
4,31-50,0,0.0,,1,0,1,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
4,18-30,2,2.0,No defect,1,0,1,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,2,1
2,31-50,0,1.0,No defect,0,0,0,Collision with pedestrians,1,1,Going straight,na,na,na,na,1
6,Unknown,1,3.0,No defect,0,1,0,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,3,1
6,Over 51,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,1
6,18-30,0,2.0,No defect,0,0,0,Collision with roadside objects,3,3,Going straight,Driver or rider,Male,Over 51,3,1
6,18-30,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Going straight,Passenger,Male,18-30,3,1
6,18-30,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,Under 18,3,1
6,Unknown,1,2.0,No defect,0,1,0,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,1
6,31-50,0,1.0,No defect,0,1,0,Collision with roadside objects,2,2,Turnover,Driver or rider,Female,31-50,3,1
6,31-50,0,2.0,,0,1,0,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,Under 18,3,1
5,31-50,0,3.0,No defect,0,0,0,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,1
6,31-50,2,1.0,No defect,0,0,0,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,1
6,18-30,0,1.0,No defect,0,0,0,Vehicle with vehicle collision,3,2,Moving Backward,Driver or rider,Male,Over 51,3,1
6,18-30,0,2.0,No defect,0,0,0,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,1
4,18-30,0,4.0,,0,1,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,1
4,31-50,2,0.0,,0,1,0,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,1
1,Under 18,0,4.0,,1,0,6,Collision with roadside objects,2,1,Going straight,na,na,na,na,1
1,18-30,0,3.0,No defect,1,0,6,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,1
3,31-50,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Unknown,na,na,na,na,1
3,18-30,0,1.0,No defect,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,2,1
1,18-30,0,-1.0,,0,0,0,Vehicle with vehicle collision,1,1,Unknown,Pedestrian,Male,Under 18,3,2
1,31-50,0,3.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,1
1,31-50,0,2.0,,0,0,0,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,1
6,18-30,0,-1.0,,0,0,0,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,1
6,Over 51,0,-1.0,,0,0,0,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,3,1
0,Over 51,0,1.0,,1,0,0,Rollover,2,1,Moving Backward,Pedestrian,Female,Under 18,3,1
0,Over 51,0,1.0,No defect,1,0,0,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,1
2,31-50,2,1.0,,0,1,0,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Female,31-50,3,1
0,31-50,0,4.0,No defect,0,0,0,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Female,31-50,3,1
